0.006790,0.003873,0.007090,0.004186,-0.001381,-0.002962,0.002469,0.007005,-0.004053,-0.008342,0.008274,0.018051,-0.002461,-0.004207,0.003566,0.005030,0.293826,0.033506,0.316164,0.061161,-0.129986,-0.161249,0.269014,0.315102,0.129082,-0.127694,0.218745,0.257109,0.013680,-0.010372,0.016046,0.026155,0.190968,-0.004338,0.206089,0.037041,-0.078762,0.157477,0.177063,0.260960,0.088335,0.140997,0.132620,0.218122,0.006101,0.017626,0.007875,0.029493,0.002713,-0.004640,0.004998,0.006884,0.000864,-0.008454,0.002038,0.012170,-0.000377,-0.006260,0.001348,0.009258,0.000001,-0.001212,0.000276,0.002131
-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.000485,0.000600,0.000702,0.000721,-0.011811,-0.035081,0.015410,0.042951,0.008813,-0.052037,0.021903,0.055376,-0.000297,0.000508,0.004092,0.003439,0.000285,0.000186,0.007018,0.001970,-0.334947,-0.111999,0.350692,0.283345,0.271652,-0.129680,0.412543,0.346646,0.033681,-0.002360,0.042897,0.014732,0.003962,-0.001256,0.006492,0.002479,-0.139026,0.174382,0.158924,0.187969,0.114028,0.214569,0.174995,0.235246,0.013791,0.006143,0.015956,0.008868,0.000341,0.000016,0.000460,0.000397,-0.000324,0.001364,0.000707,0.002978,-0.001390,-0.003827,0.002197,0.007928,-0.001032,-0.001773,0.001163,0.002139
-0.004156,-0.020317,0.004169,0.020325,-0.030823,-0.100335,0.030892,0.100525,-0.036031,-0.180035,0.045524,0.182324,-0.006168,-0.110882,0.040370,0.120527,-0.076675,-0.056128,0.096878,0.173452,-0.136573,-0.089177,0.142899,0.404616,-0.016649,0.011576,0.078241,0.369470,0.063873,0.058252,0.089634,0.217644,-0.017149,0.084593,0.041475,0.116809,-0.024596,0.245765,0.038701,0.263734,0.019215,0.265339,0.030566,0.266665,0.020571,0.130716,0.024720,0.132355,0.000244,0.001246,0.000320,0.001502,-0.000020,0.001395,0.000175,0.001872,0.000013,0.000822,0.000185,0.001633,-0.000011,0.000152,0.000090,0.000760
-0.143042,-0.011956,0.160687,0.048529,-0.051928,-0.029279,0.053923,0.035882,0.104577,-0.046491,0.105195,0.055815,0.129242,-0.017027,0.135780,0.035067,-0.191356,0.116912,0.202597,0.123789,-0.150379,0.252725,0.158923,0.253568,0.223317,0.266530,0.231672,0.268859,0.154690,0.071284,0.157101,0.075111,-0.025105,0.030764,0.030228,0.034642,-0.067681,0.247099,0.080913,0.249551,0.078318,0.223179,0.093666,0.226058,0.020484,0.019212,0.021418,0.022111,0.001297,-0.002107,0.001392,0.002695,0.000466,-0.003241,0.001910,0.005620,-0.002390,-0.002079,0.003498,0.005649,-0.000481,-0.002134,0.002373,0.002755
-0.000007,-0.000171,0.000224,0.000343,0.000001,-0.001019,0.000728,0.001169,-0.010392,0.002331,0.012441,0.006205,-0.078721,0.022951,0.078840,0.037974,-0.003009,-0.001176,0.003720,0.010863,-0.006572,-0.010388,0.014307,0.040539,-0.062394,-0.007478,0.082366,0.047486,-0.304213,-0.000282,0.304681,0.064761,-0.000483,-0.001174,0.003408,0.009383,-0.003275,-0.003633,0.015137,0.046452,-0.118573,-0.079517,0.130562,0.107195,-0.388304,-0.124484,0.388817,0.129538,0.003361,-0.017096,0.006600,0.017336,0.001369,-0.053318,0.016523,0.053571,-0.092017,-0.133720,0.094135,0.133888,-0.235827,-0.218242,0.236047,0.218341
-0.012969,0.001528,0.014369,0.002970,-0.244691,0.002244,0.245460,0.061014,-0.004215,-0.031265,0.054532,0.037319,0.138708,-0.026238,0.140429,0.034792,-0.006478,0.000773,0.008087,0.001607,-0.387718,0.103755,0.390591,0.109828,-0.019467,0.186483,0.113315,0.192652,0.195684,0.103342,0.195715,0.142479,-0.000411,0.001263,0.001837,0.001870,-0.110697,0.138489,0.120602,0.140738,0.021193,0.295770,0.070545,0.298457,0.044097,0.108848,0.044374,0.111789,-0.000452,-0.000198,0.000634,0.000434,0.000458,-0.003059,0.002141,0.007234,-0.000595,-0.007340,0.001606,0.011591,-0.000665,-0.004662,0.000821,0.005078
-0.003746,-0.002508,0.004364,0.004019,0.000805,-0.004051,0.004274,0.011100,-0.029255,-0.004986,0.069432,0.016250,-0.253222,-0.032340,0.254967,0.036586,-0.008042,0.014467,0.008079,0.016679,0.002769,0.016793,0.012510,0.022355,-0.104455,-0.012903,0.167675,0.030958,-0.544093,-0.079662,0.544799,0.081153,-0.003022,0.014496,0.003266,0.016208,-0.001160,0.031833,0.008023,0.034825,-0.059663,-0.001459,0.077135,0.025852,-0.283233,-0.059535,0.283304,0.059791,0.000425,-0.002840,0.000438,0.002897,0.000632,-0.004648,0.000752,0.005134,-0.002084,-0.001651,0.003219,0.002539,-0.009065,-0.003165,0.010559,0.004998
0.004957,-0.011221,0.007061,0.025523,0.001348,-0.008665,0.002473,0.013714,0.000202,-0.002175,0.000641,0.003097,-0.000684,0.000124,0.001001,0.001243,-0.021042,-0.069619,0.084348,0.307633,0.037126,-0.191870,0.087604,0.515478,0.080720,-0.169727,0.088982,0.371238,0.021677,-0.050385,0.043420,0.103773,-0.018629,0.112582,0.032969,0.158134,-0.008214,0.215816,0.036202,0.323934,0.036027,0.161071,0.048253,0.287272,0.010298,0.038324,0.034542,0.103449,0.000415,0.000163,0.000498,0.000886,0.000020,0.001260,0.000195,0.001272,-0.000046,0.001450,0.000160,0.001633,-0.003471,-0.004143,0.003574,0.005896
-0.043894,-0.018839,0.047151,0.020827,-0.124787,-0.192828,0.139755,0.195211,0.148161,-0.181426,0.161196,0.183122,0.030357,-0.014550,0.034171,0.016486,-0.117612,0.019445,0.122972,0.040589,-0.256903,0.162868,0.270653,0.232141,0.319056,0.156951,0.333914,0.235168,0.081499,0.014885,0.086149,0.030375,-0.014738,0.010626,0.018937,0.012756,-0.077477,0.212937,0.092889,0.213292,0.084373,0.187778,0.099828,0.188560,0.010583,0.008652,0.015427,0.011432,0.000221,-0.000458,0.000281,0.000478,-0.000008,0.000816,0.000391,0.001532,-0.000293,0.000463,0.000702,0.001663,-0.000018,-0.000184,0.000648,0.000455
